Diablo	-1	-1	-1	-1	4	4	6	3	-1	2	3
prestigious	-1	-1	2	5	-1	-1	3	4	4	-1	3
arguments	3	3	-1	2	3	3	3	3	-1	-1	-1
browser	3	3	-1	1	4	2	3	4	-1	-1	-1
apart	3	-1	-1	-1	1	-1	2	2	2	2	2
signing	-1	2	1	1	1	-1	2	3	3	-1	-1
evaluating	3	-1	-1	-1	4	-1	3	4	2	3	3
beaches	-1	2	2	3	1	-1	2	3	2	-1	-1
Featured	-1	3	2	1	4	-1	3	4	4	-1	-1
cattle	-1	-1	2	-1	-1	1	2	3	-1	2	2
Sunglasses	3	1	-1	-1	1	2	3	4	-1	3	-1
prose	-1	-1	5	-1	2	3	2	4	-1	4	4
friends	-1	1	1	1	1	-1	1	3	1	-1	-1
extreme	3	-1	-1	-1	1	-1	2	3	2	-1	2
strike	3	-1	-1	-1	-1	-1	2	4	2	4	1
perceive	-1	-1	2	-1	4	5	4	4	-1	3	4
authorized	-1	-1	2	-1	4	3	3	4	-1	3	-1
Ridge	3	-1	-1	-1	4	-1	3	4	-1	2	2
impossible	3	-1	-1	-1	2	-1	2	4	2	3	2
sitting	-1	-1	2	1	1	-1	2	3	2	-1	-1
misconduct	-1	-1	2	-1	3	3	3	4	-1	4	3
decoration	3	-1	-1	4	2	-1	3	4	3	-1	3
Greenwood	3	-1	-1	4	5	-1	2	4	-1	-1	2
explosion	-1	-1	3	2	3	-1	3	3	3	-1	2
deleted	-1	-1	2	-1	-1	2	2	3	-1	2	-1
Youth	-1	-1	2	-1	1	1	2	4	-1	3	-1
offer	-1	2	1	1	2	-1	2	2	3	-1	-1
destroyed	3	2	-1	-1	2	3	2	4	-1	3	-1
organization	3	3	-1	1	3	3	3	4	-1	-1	-1
Chaos	-1	-1	3	4	4	-1	2	2	3	-1	2
friendly	2	1	-1	1	1	2	2	4	-1	-1	-1
beg	2	-1	-1	1	1	-1	1	2	2	-1	-1
Spike	3	-1	-1	4	3	-1	4	3	2	-1	1
Robinson	3	-1	-1	-1	4	2	5	3	-1	2	-1
Porcelain	-1	-1	3	-1	5	5	4	4	-1	3	4
brilliant	3	-1	-1	-1	3	3	3	4	-1	3	-1
equality	-1	-1	2	-1	2	2	3	4	-1	3	1
Jackson	-1	-1	3	-1	3	1	3	3	-1	2	-1
most	-1	1	1	1	1	-1	2	3	1	-1	-1
Federation	3	-1	-1	-1	5	-1	4	3	4	-1	4
combining	-1	-1	2	-1	2	3	2	3	-1	3	-1
cents	-1	1	1	-1	1	1	2	2	-1	2	-1
abstraction	3	-1	-1	2	5	-1	4	4	4	-1	-1
give	-1	1	1	1	1	-1	2	2	1	-1	-1
Speaker	-1	2	1	-1	1	1	2	4	-1	3	-1
rises	-1	-1	1	-1	-1	1	2	3	-1	2	-1
slowly	2	-1	-1	-1	1	-1	1	3	2	2	2
Mariners	4	2	-1	5	4	-1	3	3	-1	-1	-1
alignment	-1	-1	2	-1	4	3	4	4	-1	-1	2
Dan	-1	2	2	-1	1	1	3	2	-1	2	-1
Vincent	3	-1	-1	-1	3	-1	3	3	3	2	2
Federated	-1	-1	2	-1	5	5	4	4	-1	-1	4
Steak	-1	-1	2	-1	2	1	2	4	-1	2	1
Mediterranean	-1	-1	4	-1	3	4	5	4	-1	5	2
Newbury	4	-1	-1	4	6	-1	4	4	-1	-1	-1
Gossip	3	-1	-1	2	3	-1	2	3	3	-1	1
meantime	3	-1	-1	2	3	-1	2	4	3	-1	3
Algeria	-1	-1	3	-1	5	4	4	3	-1	3	2
laws	-1	2	2	1	1	-1	2	2	2	-1	-1
malicious	4	-1	-1	3	4	-1	4	4	5	-1	3
tawnee	6	-1	-1	4	5	-1	6	4	4	-1	4
Vuitton	-1	-1	5	-1	6	4	6	4	-1	3	2
signed	-1	-1	1	1	2	-1	2	3	2	-1	-1
Lima	3	-1	-1	5	6	-1	2	3	-1	-1	2
concern	-1	3	2	-1	3	3	2	3	-1	3	-1
right	-1	-1	2	1	1	-1	1	2	1	-1	-1
coated	3	-1	-1	-1	1	2	2	3	-1	3	-1
angular	3	-1	-1	2	4	-1	3	4	2	-1	-1
Plastics	-1	-1	1	-1	2	1	2	4	-1	4	-1
amature	-1	-1	2	-1	-1	3	2	3	-1	3	-1
organisation	3	-1	-1	-1	4	-1	3	3	3	3	3
insurers	3	-1	-1	4	4	-1	3	3	3	-1	2
Donate	3	-1	-1	-1	2	-1	3	3	-1	2	2
acknowledged	-1	-1	2	-1	-1	2	3	3	-1	3	3
descendants	4	4	-1	2	4	-1	4	3	4	-1	-1
blondes	3	-1	-1	-1	1	-1	3	3	4	3	1
getting	-1	1	1	1	1	-1	2	3	1	-1	-1
Courtyard	3	-1	-1	4	-1	-1	3	3	3	-1	3
Sue	3	2	-1	-1	1	4	-1	2	-1	3	-1
Rowan	3	3	-1	5	4	-1	4	3	-1	-1	-1
unfortunate	3	-1	-1	1	2	-1	3	4	2	-1	3
sweeping	-1	-1	2	-1	-1	2	3	4	-1	3	2
channels	3	2	-1	1	3	2	2	3	-1	-1	-1
Riley	-1	-1	4	5	2	-1	3	3	-1	-1	2
loved	-1	2	1	1	1	-1	2	3	2	-1	-1
texture	-1	-1	4	-1	4	3	3	4	-1	2	3
blah	-1	-1	1	4	1	-1	1	2	5	-1	1
winding	-1	-1	2	-1	2	3	3	4	-1	2	-1
language	-1	3	2	1	2	-1	2	4	2	-1	-1
Desktops	-1	-1	1	-1	3	1	2	3	-1	2	-1
Shopzilla	3	-1	-1	-1	6	6	4	4	-1	-1	-1
blood	2	1	-1	1	1	1	2	4	-1	-1	-1
Satin	-1	-1	2	5	4	-1	3	3	-1	-1	2
forwarding	3	3	-1	2	-1	2	2	4	-1	-1	-1
spill	-1	-1	2	-1	1	1	2	3	-1	3	2
Dear	2	-1	-1	-1	1	-1	2	3	1	2	1
Oasis	-1	-1	4	5	5	-1	4	3	4	-1	2
specifying	4	3	-1	2	2	3	2	5	-1	-1	-1
chemotherapy	4	-1	-1	6	-1	-1	4	4	6	-1	5
virgins	-1	-1	1	-1	3	1	3	4	-1	3	-1
commissions	3	3	-1	3	5	4	4	5	-1	-1	-1
longest	-1	1	2	2	1	-1	2	3	2	-1	-1
Rockies	-1	-1	1	-1	-1	1	3	3	-1	3	2
sleazydream	3	3	-1	5	5	-1	4	3	-1	-1	-1
barrier	-1	-1	2	-1	3	2	3	3	-1	3	2
smoking	3	-1	-1	-1	1	-1	2	4	2	2	2
academic	-1	-1	2	-1	2	3	3	4	-1	3	-1
Allied	-1	-1	2	-1	-1	3	3	3	-1	-1	2
Legion	-1	-1	3	-1	5	3	4	3	-1	3	3
Webster	3	-1	-1	-1	6	2	4	3	-1	3	-1
authorize	-1	3	1	-1	3	3	3	3	-1	3	-1
Pirate	-1	-1	2	-1	4	3	2	2	-1	3	2
Honey	-1	-1	2	-1	1	1	2	3	-1	2	1
Slayer	-1	-1	4	-1	5	3	4	3	-1	3	3
approached	3	-1	-1	2	3	3	3	4	-1	-1	-1
non	-1	2	1	1	2	-1	1	4	2	-1	-1
Infantry	3	-1	-1	5	5	-1	3	4	3	-1	3
citizenship	-1	-1	2	2	3	-1	3	4	3	-1	3
differentiate	4	-1	-1	2	3	-1	4	4	1	-1	-1
detail	-1	2	1	1	3	-1	2	3	2	-1	-1
crushed	-1	-1	2	-1	2	2	2	3	-1	3	1
Idaho	-1	2	2	-1	4	5	4	3	-1	3	-1
Pod	3	3	-1	2	1	-1	3	3	-1	-1	-1
terrorist	3	3	-1	-1	3	2	3	3	-1	3	-1
Mandy	3	2	-1	5	1	-1	3	3	3	-1	-1
Date	-1	2	1	1	1	-1	1	3	1	-1	-1
delivers	-1	2	1	-1	3	2	2	3	-1	3	-1
Badminton	3	-1	-1	2	3	-1	4	4	2	-1	-1
copyrighted	-1	3	2	3	4	-1	4	3	6	-1	-1
Susan	3	-1	-1	-1	2	-1	2	4	2	2	2
drained	-1	-1	2	5	3	-1	2	4	2	-1	3
become	-1	2	1	1	1	-1	2	3	2	-1	-1
removable	3	-1	-1	2	2	-1	3	4	2	-1	2
Dew	-1	-1	1	5	1	-1	2	4	-1	-1	2
accomplish	4	3	-1	-1	4	4	4	4	-1	-1	-1
Gear	-1	-1	3	-1	1	1	2	2	-1	3	-1
killer	-1	-1	1	-1	1	1	2	3	-1	2	1
dioxide	4	-1	-1	3	5	-1	5	4	5	-1	4
Hector	3	3	-1	4	4	-1	3	3	-1	-1	-1
string	2	1	-1	1	3	1	2	3	-1	-1	-1
Eco	-1	-1	1	5	2	-1	3	2	3	-1	2
Orion	3	-1	-1	4	5	-1	5	3	2	-1	2
trafficking	4	3	-1	3	4	3	4	4	-1	-1	-1
Uncategorized	-1	-1	1	3	4	-1	4	4	2	-1	2
entertain	-1	-1	1	-1	3	3	2	4	-1	3	2
draw	-1	1	1	-1	1	1	2	3	-1	2	-1
PO	4	3	-1	5	6	3	5	3	-1	-1	-1
XV	-1	-1	-1	-1	1	2	2	1	-1	-1	1
Merck	3	3	-1	5	6	-1	4	3	-1	-1	-1
xanax	3	-1	-1	-1	6	5	6	4	-1	3	-1
Logan	-1	-1	4	-1	6	1	3	4	-1	3	2
respond	-1	-1	2	-1	3	3	2	3	-1	2	-1
pregnant	3	-1	-1	-1	2	-1	2	3	2	3	1
Policy	-1	-1	2	1	3	-1	3	3	3	-1	-1
parole	4	3	-1	6	5	-1	4	4	6	-1	-1
analysts	4	-1	-1	-1	-1	-1	3	3	3	3	4
Ginger	2	-1	-1	3	1	-1	2	4	3	-1	2
Top	-1	1	1	1	1	-1	1	1	1	-1	-1
curb	-1	-1	3	-1	4	1	3	3	-1	-1	1
Cairo	-1	-1	3	6	4	-1	3	4	-1	-1	2
exhausted	-1	-1	2	2	3	-1	3	4	3	-1	1
Norwich	-1	-1	3	5	5	-1	4	3	3	-1	2
Gary	-1	2	3	-1	-1	1	2	3	-1	2	-1
directing	3	-1	-1	1	2	4	3	4	-1	-1	-1
Ethiopia	4	3	-1	-1	5	2	4	5	-1	2	-1
proper	-1	-1	1	-1	1	1	2	3	-1	3	-1
qualification	-1	-1	2	-1	3	4	4	4	-1	3	3
processed	-1	2	1	2	4	-1	3	4	3	-1	-1
Ming	-1	-1	3	-1	6	1	3	3	-1	2	2
Unrated	-1	-1	2	-1	1	3	3	4	-1	3	2
Duluth	-1	-1	5	-1	5	4	6	5	-1	-1	2
conduct	-1	-1	2	-1	3	3	3	3	-1	3	-1
kinetic	4	-1	-1	4	5	-1	3	4	6	-1	-1
spank	3	-1	-1	-1	3	-1	2	5	3	3	1
Bronze	-1	-1	2	-1	3	2	2	2	-1	3	1
Secunia	3	-1	-1	5	6	-1	6	5	-1	-1	2
downward	-1	-1	2	-1	1	2	1	4	-1	-1	2
Harriet	-1	-1	4	-1	4	2	6	3	-1	2	2
Mall	2	-1	-1	-1	-1	-1	2	3	1	2	1
taxpayers	-1	-1	3	3	2	-1	3	4	2	-1	4
Brochures	-1	-1	4	-1	4	4	3	4	-1	-1	2
gathering	4	-1	-1	-1	3	3	2	4	-1	3	-1
documents	3	-1	-1	1	3	1	2	3	-1	-1	-1
collected	-1	-1	2	-1	3	3	2	4	-1	3	-1
Woods	-1	-1	2	-1	1	1	2	3	-1	1	-1
penis	2	-1	-1	-1	2	-1	1	4	4	3	1
injection	-1	-1	1	-1	3	3	3	4	-1	-1	2
Shields	-1	-1	2	-1	2	2	2	4	-1	3	1
partnership	-1	3	2	-1	3	3	3	3	-1	4	-1
indications	-1	-1	3	-1	3	4	4	4	-1	3	4
proposition	3	-1	-1	4	4	-1	4	4	3	-1	4
punch	2	-1	-1	2	1	-1	2	4	2	-1	1
Bournemouth	-1	-1	6	-1	6	4	4	4	-1	5	2
Constitution	3	-1	-1	-1	4	-1	3	4	3	-1	5
Easter	2	1	-1	-1	-1	2	3	3	-1	-1	-1
incentives	-1	-1	3	-1	5	4	3	4	-1	4	3
passages	3	-1	-1	-1	1	3	3	4	-1	2	-1
scales	2	2	-1	1	3	1	3	4	-1	-1	-1
vagina	-1	-1	2	-1	3	2	2	4	-1	3	1
variant	3	-1	-1	2	4	-1	3	3	3	-1	4
Stylus	4	4	-1	-1	5	2	4	3	-1	4	-1
registers	-1	3	1	2	4	-1	3	3	3	-1	-1
Bridal	-1	-1	2	-1	1	4	3	3	-1	4	2
hedge	-1	-1	3	-1	-1	4	4	3	-1	3	1
Truck	2	-1	-1	-1	1	-1	2	3	3	-1	1
Natalie	-1	-1	3	5	4	-1	4	3	-1	-1	2
transvestite	-1	-1	2	5	4	-1	6	4	4	-1	4
Belgian	3	-1	-1	5	4	-1	4	3	3	-1	2
mother	1	1	-1	1	-1	1	1	3	-1	-1	-1
engage	3	-1	-1	-1	-1	-1	3	4	2	-1	2
sophisticated	3	-1	-1	-1	3	4	3	4	-1	-1	-1
imperative	-1	-1	3	-1	-1	4	5	5	-1	3	5
lesbians	3	4	-1	2	2	1	3	5	-1	-1	-1
acquiring	4	-1	-1	-1	3	-1	3	4	3	3	3
Healthcare	3	-1	-1	-1	2	-1	3	3	2	3	2
moments	3	-1	-1	1	3	1	2	3	-1	-1	-1
fraud	3	3	-1	-1	-1	4	2	3	-1	3	-1
XHTML	3	-1	-1	-1	5	-1	5	5	-1	-1	5
Princeton	3	3	-1	-1	4	2	4	3	-1	2	-1
demonstrated	3	-1	-1	-1	3	-1	4	4	3	4	4
entitled	-1	3	2	-1	4	3	4	3	-1	3	-1
fisting	3	5	-1	-1	4	2	4	4	-1	3	-1
artistic	-1	-1	2	-1	2	3	2	3	-1	3	2
methodologies	3	-1	-1	-1	3	4	3	4	-1	4	-1
similarities	-1	-1	2	2	2	-1	3	3	2	-1	3
selective	-1	-1	2	2	-1	-1	3	3	3	-1	3
fights	-1	2	2	-1	1	1	2	4	-1	2	-1
Reference	4	3	-1	1	4	3	3	4	-1	-1	-1
sustain	-1	-1	2	-1	3	4	3	3	-1	3	2
collar	-1	-1	2	4	1	-1	2	3	2	-1	1
bent	-1	-1	2	-1	1	1	1	3	-1	2	1
insure	-1	-1	2	-1	3	4	3	3	-1	3	3
physician	3	-1	-1	-1	-1	-1	4	4	5	4	4
Southwest	3	-1	-1	-1	3	2	2	3	-1	2	-1
Palms	2	2	-1	2	3	1	2	3	-1	-1	-1
Madame	-1	-1	4	-1	2	3	2	3	-1	2	3
earliest	-1	2	1	1	1	-1	2	3	2	-1	-1
brands	2	2	-1	1	2	2	2	3	-1	-1	-1
transsexual	-1	-1	3	-1	3	4	4	5	-1	3	4
standpoint	4	-1	-1	2	4	-1	3	3	2	-1	-1
or	-1	1	1	1	1	-1	1	1	1	-1	-1
Plains	2	-1	-1	-1	2	-1	3	3	1	-1	2
proficiency	-1	-1	3	-1	4	4	3	4	-1	3	6
headlines	-1	-1	1	-1	3	2	2	4	-1	4	-1
ballot	-1	-1	1	-1	3	4	3	3	-1	3	3
Refrigeration	5	-1	-1	3	2	-1	3	3	2	-1	-1
stepped	2	2	-1	3	2	1	2	3	-1	-1	-1
Northwestern	-1	-1	4	2	3	-1	2	4	1	-1	2
Shakespeare	4	-1	-1	-1	-1	2	2	3	-1	2	-1
countries	-1	2	2	1	2	-1	1	3	1	-1	-1
adopting	-1	3	2	-1	3	3	3	4	-1	3	-1
parties	-1	3	1	2	1	-1	2	3	2	-1	-1
Fran	-1	-1	2	-1	2	4	6	3	-1	2	2
grass	2	-1	-1	-1	1	1	2	3	-1	2	-1
HDTV	3	3	-1	-1	2	1	2	4	-1	3	-1
dug	-1	-1	2	4	1	-1	2	2	2	-1	1
sphere	-1	-1	2	4	2	-1	3	4	2	-1	2
laughed	3	2	-1	-1	-1	1	2	4	-1	2	-1
minimum	2	2	-1	2	2	1	2	4	-1	-1	-1
Bakersfield	-1	-1	3	-1	5	2	4	3	-1	-1	2
canopy	-1	-1	2	-1	5	4	3	4	-1	3	4
Messaging	-1	3	2	2	2	-1	2	3	4	-1	-1
occupied	3	2	-1	-1	2	3	3	3	-1	3	-1
Ministerial	5	4	-1	3	5	-1	5	4	6	-1	-1
radioactive	3	-1	-1	4	-1	-1	3	4	4	-1	2
steroids	-1	-1	1	4	4	-1	4	4	6	-1	3
preference	3	-1	-1	-1	2	3	3	4	-1	3	-1
ten	1	1	-1	1	-1	1	1	2	-1	-1	-1
instrument	3	2	-1	3	3	2	3	4	-1	-1	-1
Searches	-1	2	2	2	1	-1	2	3	3	-1	-1
Regs	-1	-1	5	-1	4	3	3	4	-1	2	-1
heading	-1	2	1	1	1	-1	2	3	2	-1	-1
Alfred	3	2	-1	-1	3	1	4	3	-1	3	-1
deficit	-1	-1	2	-1	4	5	3	4	-1	3	3
costs	-1	2	1	1	2	-1	2	3	2	-1	-1
Lee	2	2	-1	2	2	1	2	4	-1	-1	-1
isolate	3	-1	-1	-1	3	3	2	3	-1	3	-1
defaults	3	3	-1	2	-1	2	2	2	-1	-1	-1
Blue	-1	-1	1	1	-1	-1	1	3	2	-1	-1
Luke	3	-1	-1	-1	2	1	3	4	-1	-1	-1
Diamond	-1	-1	2	-1	2	1	2	4	-1	2	-1
LLC	5	4	-1	6	3	5	4	3	-1	-1	-1
claimed	3	2	-1	1	-1	3	2	3	-1	-1	-1
window	-1	2	1	1	1	-1	2	3	1	-1	-1
degrees	3	3	-1	2	2	1	3	3	-1	-1	-1
decided	3	2	-1	1	1	3	2	3	-1	-1	-1
naked	2	4	-1	1	2	1	2	4	-1	-1	-1
ego	-1	-1	2	-1	2	1	2	3	-1	2	2
Mommy	2	-1	-1	5	1	-1	1	3	1	-1	-1
Christie	3	-1	-1	5	2	-1	4	4	-1	-1	2
args	3	-1	-1	3	-1	-1	3	5	3	-1	4
encoding	-1	-1	2	-1	4	3	4	4	-1	3	4
neighbourhood	-1	-1	3	-1	-1	1	2	4	-1	3	4
attack	-1	-1	1	-1	2	1	2	3	-1	2	-1
logs	3	2	-1	3	4	1	2	3	-1	-1	-1
vain	-1	-1	2	-1	4	3	2	3	-1	-1	3
SIP	-1	-1	5	3	6	-1	4	5	-1	-1	-1
try	-1	1	2	1	1	-1	2	2	1	-1	-1
GameSpot	3	4	-1	-1	6	2	3	5	-1	3	-1
Roosevelt	-1	-1	4	5	4	-1	4	4	-1	-1	2
patches	-1	2	2	-1	2	2	3	4	-1	3	-1
Lynn	3	2	-1	-1	2	1	4	3	-1	-1	-1
diversity	4	-1	-1	-1	2	-1	3	3	3	-1	3
Brewing	3	-1	-1	3	3	-1	4	3	-1	-1	-1
sticking	3	-1	-1	-1	1	-1	3	4	5	2	1
distances	3	2	-1	1	2	1	2	3	-1	-1	-1
leap	2	-1	-1	2	2	-1	2	3	3	-1	1
Flex	3	-1	-1	4	2	-1	3	4	-1	-1	3
produced	3	-1	-1	2	3	3	2	4	-1	-1	-1
Debbie	-1	-1	3	4	2	-1	3	3	-1	-1	2
mines	-1	-1	2	-1	3	1	2	3	-1	2	-1
woke	3	-1	-1	-1	1	1	2	3	-1	-1	-1
settlers	3	-1	-1	3	3	-1	3	3	3	-1	-1
Islands	-1	1	1	3	2	-1	2	3	2	-1	-1
mentions	-1	-1	1	-1	3	3	2	3	-1	3	-1
Kit	2	2	-1	2	1	1	2	2	-1	-1	-1
exec	3	-1	-1	4	5	-1	3	3	5	-1	3
branding	3	2	-1	3	3	4	2	4	-1	-1	-1
refinancing	-1	-1	4	-1	4	5	4	5	-1	3	4
words	-1	1	1	1	1	-1	1	3	1	-1	-1
proliferation	5	-1	-1	3	6	-1	4	4	5	-1	4
loves	-1	-1	1	1	1	-1	1	2	1	-1	-1
payment	-1	2	2	1	-1	-1	3	4	2	-1	-1
vertices	-1	-1	2	-1	5	1	3	3	-1	3	4
contains	3	1	-1	1	2	3	3	3	-1	-1	-1
nominations	-1	-1	2	3	3	-1	4	3	3	-1	3
eq	-1	-1	2	2	4	-1	2	2	3	-1	-1
minorities	4	3	-1	-1	3	4	2	3	-1	3	-1
Honduras	-1	-1	4	-1	5	5	4	3	-1	4	2
Pierce	-1	-1	2	-1	2	4	4	3	-1	3	2
towns	2	-1	-1	1	1	1	2	3	-1	-1	-1
URI	-1	-1	1	4	3	-1	2	4	1	-1	4
Rd	-1	4	-1	-1	2	3	-1	2	-1	2	-1
Contests	3	-1	-1	-1	3	-1	3	4	2	3	2
capacity	3	2	-1	2	2	3	3	4	-1	-1	-1
nylon	-1	-1	2	-1	2	2	1	4	-1	3	3
sword	-1	-1	2	-1	1	1	2	4	-1	3	1
Coordinator	3	-1	-1	-1	4	-1	3	4	3	-1	3
mates	3	1	-1	-1	2	1	2	4	-1	3	-1
mattress	4	-1	-1	3	2	-1	2	3	2	-1	1
expected	3	2	-1	2	2	3	3	4	-1	-1	-1
professionalism	3	-1	-1	5	4	-1	4	4	5	-1	-1
signatures	4	-1	-1	-1	3	-1	3	4	2	3	2
novel	3	-1	-1	-1	4	-1	3	3	2	2	2
timetable	-1	-1	2	-1	2	2	3	3	-1	3	1
stating	-1	3	1	4	4	-1	3	3	2	-1	-1
promptly	-1	-1	2	-1	4	3	4	3	-1	3	2
Reese	-1	-1	3	-1	2	1	3	4	-1	2	2
molded	3	-1	-1	3	4	-1	4	4	3	-1	3
outlines	-1	-1	3	-1	-1	2	3	3	-1	3	2
bones	3	-1	-1	-1	1	-1	2	3	2	2	1
theory	3	3	-1	1	-1	2	3	3	-1	-1	-1
Boulevard	-1	-1	2	-1	4	4	4	3	-1	3	3
peeing	2	-1	-1	-1	2	-1	2	3	3	3	1
ships	-1	1	1	1	2	-1	2	3	2	-1	-1
proud	2	-1	-1	-1	1	-1	2	3	2	-1	2
creatures	-1	-1	2	2	2	-1	2	4	3	-1	2
emerged	3	-1	-1	-1	3	3	3	3	-1	3	-1
Recipes	-1	-1	2	-1	2	2	3	2	-1	3	-1
Query	3	-1	-1	-1	3	-1	3	4	2	3	3
equivalent	-1	-1	3	-1	4	3	3	3	-1	3	-1
Jupiter	-1	-1	5	2	3	-1	1	3	2	-1	2
Xbox	2	3	-1	1	-1	1	2	3	-1	-1	-1
Ornament	-1	-1	2	-1	3	3	3	4	-1	4	4
Neuroscience	3	5	-1	2	-1	-1	5	3	2	-1	-1
extra	3	1	-1	2	2	1	1	2	-1	-1	-1
Austin	-1	-1	2	-1	3	1	3	3	-1	2	-1
Periodicals	4	-1	-1	2	5	-1	3	3	4	-1	2
expands	-1	2	2	-1	1	2	2	4	-1	3	-1
Istanbul	-1	-1	4	2	4	-1	4	3	-1	-1	2
napster	-1	-1	3	-1	6	4	4	3	-1	4	2
disorder	3	3	-1	-1	1	3	2	3	-1	3	-1
grown	3	1	-1	3	1	1	1	3	-1	-1	-1
psychological	-1	-1	3	-1	4	4	4	4	-1	-1	4
sufficient	-1	3	2	-1	3	3	3	4	-1	3	-1
Dock	2	-1	-1	3	3	-1	3	4	3	-1	2
Triangle	-1	-1	1	2	2	-1	1	3	2	-1	1
period	-1	3	1	1	1	-1	2	3	4	-1	-1
Satan	2	-1	-1	4	2	-1	3	4	-1	-1	2
avail	3	-1	-1	5	4	-1	3	4	4	-1	4
saves	-1	1	1	1	2	-1	1	3	1	-1	-1
issued	-1	3	1	1	3	-1	2	4	2	-1	-1
sons	2	1	-1	1	1	1	2	2	-1	-1	-1
diagram	-1	-1	2	-1	2	2	3	3	-1	3	3
coding	-1	3	2	1	3	-1	3	3	4	-1	-1
run	-1	1	1	1	1	-1	1	1	1	-1	-1
packets	3	-1	-1	-1	2	-1	2	3	2	3	1
training	-1	1	2	1	1	-1	2	3	2	-1	-1
herd	2	-1	-1	4	2	-1	2	3	2	-1	-1
mins	2	2	-1	2	-1	1	1	2	-1	-1	-1
labelled	-1	2	2	-1	3	3	3	3	-1	2	-1
reproductive	-1	-1	2	2	2	-1	1	4	4	-1	3
religious	-1	-1	2	-1	2	3	2	4	-1	3	-1
cleansing	4	-1	-1	6	3	-1	4	4	3	-1	-1
ratings	-1	3	1	1	2	-1	2	4	2	-1	-1
Newcastle	3	-1	-1	-1	6	2	4	4	-1	3	-1
Unisex	-1	-1	3	-1	3	1	2	3	-1	4	3
Baghdad	-1	-1	3	-1	5	2	4	3	-1	3	2
FTP	3	-1	-1	-1	5	-1	4	5	5	-1	4
Aug	-1	2	1	1	2	-1	2	3	1	-1	-1
Wright	3	-1	-1	-1	2	-1	4	3	-1	3	2
communicate	3	-1	-1	-1	3	-1	3	4	2	3	3
animations	3	2	-1	-1	4	3	3	4	-1	3	-1
Cosmos	3	-1	-1	4	3	-1	4	3	-1	-1	-1
Council	-1	3	2	1	3	-1	3	3	3	-1	-1
shortly	-1	-1	2	-1	1	1	2	3	-1	2	2
Dunn	-1	-1	3	5	2	-1	6	3	-1	-1	2
thing	-1	1	1	1	1	-1	1	2	1	-1	-1
Nonfiction	-1	-1	2	4	2	-1	4	4	6	-1	3
Gonzalez	4	-1	-1	6	6	-1	4	4	-1	-1	-1
compelling	-1	-1	3	3	4	-1	3	3	4	-1	4
exact	-1	1	1	-1	2	1	3	3	-1	2	-1
problems	-1	2	1	1	2	-1	2	4	2	-1	-1
technological	3	3	-1	-1	3	3	4	3	-1	4	-1
David	-1	2	1	1	2	-1	2	4	1	-1	-1
monetary	-1	-1	3	-1	-1	3	4	3	-1	4	3
fortunate	3	-1	-1	1	3	-1	2	3	3	-1	2
Piano	2	-1	-1	-1	1	1	3	4	-1	2	-1
transporting	-1	3	2	-1	3	3	3	4	-1	3	-1
assure	3	-1	-1	-1	4	2	3	3	-1	3	-1
epidemiology	-1	-1	4	-1	6	5	5	4	-1	4	6
thick	3	-1	-1	-1	1	-1	1	4	2	-1	1
bills	3	1	-1	1	1	1	2	2	-1	-1	-1
connectivity	-1	-1	2	-1	4	3	3	4	-1	-1	4
Hussein	-1	-1	2	4	-1	-1	3	3	-1	-1	2
Ghost	2	-1	-1	-1	2	1	2	3	-1	-1	-1
assistants	-1	-1	2	-1	2	3	3	3	-1	3	-1
um	-1	-1	-1	-1	-1	1	1	2	-1	1	1
boundaries	3	3	-1	-1	1	3	3	3	-1	3	-1
importing	3	-1	-1	-1	3	-1	3	4	3	3	2
patrons	3	-1	-1	4	4	-1	5	3	4	-1	-1
objectionable	-1	-1	3	4	-1	-1	5	4	3	-1	4
Carlo	-1	-1	3	5	2	-1	3	3	-1	-1	2
Futures	-1	3	1	1	1	-1	4	3	2	-1	-1
Substances	3	-1	-1	-1	-1	-1	3	3	2	3	3
Moderator	3	-1	-1	-1	-1	-1	4	4	3	-1	3
registration	3	-1	-1	2	3	3	3	3	-1	-1	-1
Lynne	-1	-1	4	-1	3	2	3	4	-1	3	2
Marketplace	2	-1	-1	-1	-1	-1	4	4	2	3	1
Pokemon	3	-1	-1	2	3	-1	4	3	2	-1	2
ridiculous	4	-1	-1	2	4	-1	3	4	4	-1	2
authentic	-1	-1	1	-1	4	3	4	3	-1	3	3
unto	3	1	-1	-1	3	2	2	4	-1	3	-1
fuzzy	3	-1	-1	2	3	-1	3	3	2	-1	3
Bylaws	3	4	-1	4	5	-1	3	3	-1	-1	-1
unavailable	3	3	-1	-1	1	3	2	4	-1	3	-1
Martin	2	2	-1	1	3	2	3	3	-1	-1	-1
Artists	3	2	-1	2	1	1	3	3	-1	-1	-1
discourse	3	-1	-1	3	5	-1	3	3	3	-1	3
voltage	3	-1	-1	-1	-1	-1	4	3	4	3	3
Workstation	3	-1	-1	3	4	-1	4	5	3	-1	3
Bargain	3	-1	-1	-1	3	-1	3	3	-1	3	3
concentrated	-1	-1	2	-1	2	2	3	3	-1	3	3
similarity	-1	-1	2	2	3	-1	3	3	2	-1	2
shine	3	-1	-1	2	-1	-1	2	3	2	-1	1
hurt	2	-1	-1	-1	1	-1	2	2	1	2	1
fond	-1	-1	2	-1	1	1	1	2	-1	-1	2
pull	2	-1	-1	-1	1	-1	1	2	2	2	1
